Date,Time,Temp ,Spec. Cond (ms/cm),ph,DO ,DO (% Saturation),turbidity ,chlorophyll ,phycocyanin,Battery (V)
12/8/2016,14:15:00,3.57,0.22,6.68,12.74,96.13,3.07,0.99,0.33,12.23
12/8/2016,14:30:00,3.65,0.23,6.69,12.7,96.06,2.13,0.77,0.32,12.22
12/8/2016,14:45:00,3.69,0.24,6.71,12.67,95.95,2.09,0.88,0.35,12.23
12/8/2016,15:00:00,3.67,0.23,6.69,12.72,96.26,2.07,0.76,0.35,12.26
12/8/2016,15:15:00,3.64,0.23,6.68,12.74,96.33,2.1,0.83,0.33,12.23
12/8/2016,15:30:00,3.66,0.23,6.7,12.73,96.31,2.14,0.75,0.32,12.22
12/8/2016,15:45:00,3.67,0.23,6.69,12.74,96.39,2.13,0.86,0.34,12.27
12/8/2016,16:00:00,3.69,0.24,6.69,12.69,96.05,2.12,0.79,0.32,12.24
12/8/2016,16:15:00,3.69,0.24,6.7,12.7,96.18,2.84,1.26,0.36,12.22
12/8/2016,16:30:00,3.71,0.24,6.7,12.71,96.26,2.09,0.9,0.33,12.22
12/8/2016,16:45:00,3.68,0.22,6.68,12.73,96.36,2.07,0.75,0.32,12.25
12/8/2016,17:00:00,3.67,0.23,6.68,12.73,96.36,2.06,0.85,0.35,12.26
12/8/2016,17:15:00,3.72,0.24,6.69,12.7,96.21,2.08,1.01,0.34,12.22
12/8/2016,17:30:00,3.7,0.23,6.68,12.7,96.18,2.1,0.88,0.34,12.23
12/8/2016,17:45:00,3.67,0.24,6.7,12.71,96.19,2.05,0.87,0.33,12.21
12/8/2016,18:00:00,3.66,0.25,6.7,12.68,95.96,2.02,0.86,0.32,12.23
12/8/2016,18:15:00,3.57,0.23,6.69,12.73,96.09,2.82,0.8,0.33,12.21
12/8/2016,18:30:00,3.61,0.23,6.68,12.69,95.9,2.07,0.83,0.31,12.22
12/8/2016,18:45:00,3.55,0.24,6.7,12.7,95.84,2.11,0.8,0.34,12.23
12/8/2016,19:00:00,3.48,0.21,6.68,12.76,96.03,2.08,0.73,0.33,12.19
12/8/2016,19:15:00,3.51,0.23,6.69,12.72,95.83,2.08,0.78,0.32,12.22
12/8/2016,19:30:00,3.51,0.24,6.69,12.71,95.77,2.06,0.92,0.35,12.21
12/8/2016,19:45:00,3.47,0.23,6.69,12.73,95.84,2.08,0.87,0.34,12.28
12/8/2016,20:00:00,3.49,0.25,6.7,12.69,95.59,2.11,0.8,0.36,12.29
12/8/2016,20:15:00,3.42,0.22,6.68,12.74,95.77,2.35,0.82,0.33,12.24
12/8/2016,20:30:00,3.39,0.22,6.69,12.73,95.59,2.14,0.74,0.32,12.21
12/8/2016,20:45:00,3.39,0.23,6.69,12.73,95.58,2.08,0.9,0.34,12.23
12/8/2016,21:00:00,3.41,0.23,6.69,12.7,95.44,2.08,0.86,0.33,12.24
12/8/2016,21:15:00,3.35,0.21,6.67,12.76,95.69,2.1,0.75,0.34,12.22
12/8/2016,21:30:00,3.38,0.24,6.69,12.71,95.47,2.08,0.84,0.34,12.29
12/8/2016,21:45:00,3.38,0.23,6.68,12.71,95.46,2.15,0.78,0.32,12.3
12/8/2016,22:00:00,3.32,0.22,6.67,12.77,95.7,2.07,0.66,0.32,12.26
12/8/2016,22:15:00,3.37,0.23,6.67,12.72,95.47,2.09,0.74,0.32,12.21
12/8/2016,22:30:00,3.38,0.24,6.68,12.68,95.19,2.07,0.73,0.32,12.24
12/8/2016,22:45:00,3.3,0.23,6.68,12.74,95.47,2.05,0.78,0.35,12.26
12/8/2016,23:00:00,3.32,0.23,6.68,12.72,95.34,2.04,0.65,0.34,12.22
12/8/2016,23:15:00,3.32,0.24,6.68,12.71,95.31,2.1,0.83,0.36,12.26
12/8/2016,23:30:00,3.28,0.22,6.66,12.78,95.73,2.08,0.66,0.32,12.22
12/8/2016,23:45:00,3.28,0.22,6.66,12.77,95.66,2.07,0.76,0.33,12.26
12/9/2016,0:00:00,3.3,0.23,6.67,12.73,95.39,2.12,0.75,0.34,12.26
12/9/2016,0:15:00,3.27,0.22,6.66,12.75,95.46,2.09,0.7,0.33,12.22
12/9/2016,0:30:00,3.26,0.23,6.67,12.76,95.52,2.05,0.8,0.33,12.22
12/9/2016,0:45:00,3.25,0.23,6.67,12.76,95.46,2.13,0.77,0.33,12.25
12/9/2016,1:00:00,3.22,0.22,6.67,12.79,95.64,2.21,0.72,0.36,12.23
12/9/2016,1:15:00,3.23,0.23,6.68,12.76,95.48,2.19,0.68,0.35,12.22
12/9/2016,1:30:00,3.21,0.23,6.67,12.78,95.5,2.14,0.73,0.35,12.23
12/9/2016,1:45:00,3.19,0.23,6.68,12.76,95.37,2.12,0.75,0.33,12.25
12/9/2016,2:00:00,3.2,0.24,6.69,12.76,95.34,2.08,0.78,0.32,12.25
12/9/2016,2:15:00,3.17,0.23,6.68,12.78,95.42,2.08,0.75,0.34,12.22
12/9/2016,2:30:00,3.14,0.24,6.68,12.78,95.38,2.09,0.81,0.35,12.24
12/9/2016,2:45:00,3.15,0.24,6.69,12.77,95.32,2.09,0.82,0.33,12.24
12/9/2016,3:00:00,3.15,0.24,6.69,12.75,95.18,2.05,0.78,0.34,12.3
12/9/2016,3:15:00,3.28,0.24,6.71,12.76,95.53,2.1,0.75,0.33,12.24
12/9/2016,3:30:00,3.35,0.23,6.71,12.78,95.87,2.08,0.66,0.35,12.22
12/9/2016,3:45:00,3.47,0.24,6.74,12.74,95.87,2.02,0.78,0.32,12.19
12/9/2016,4:00:00,3.48,0.24,6.72,12.75,95.99,2.05,0.8,0.32,12.23
12/9/2016,4:15:00,3.47,0.23,6.72,12.78,96.17,2.28,0.71,0.33,12.22
12/9/2016,4:30:00,3.41,0.24,6.71,12.75,95.8,2.17,0.85,0.33,12.21
12/9/2016,4:45:00,3.3,0.25,6.72,12.74,95.47,2.15,0.75,0.34,12.25
12/9/2016,5:00:00,3.23,0.25,6.73,12.74,95.31,2.1,0.73,0.33,12.24
12/9/2016,5:15:00,3.15,0.25,6.74,12.75,95.19,2.09,0.79,0.33,12.22
12/9/2016,5:30:00,3.17,0.24,6.72,12.7,94.82,2.04,0.66,0.33,12.26
12/9/2016,5:45:00,3.15,0.24,6.72,12.7,94.82,2.05,0.75,0.35,12.22
12/9/2016,6:00:00,3.09,0.24,6.71,12.73,94.84,2.04,0.7,0.32,12.24
12/9/2016,6:15:00,3.1,0.24,6.72,12.68,94.56,2.04,0.8,0.35,12.22
12/9/2016,6:30:00,3.03,0.24,6.71,12.73,94.69,2.07,0.69,0.34,12.27
12/9/2016,6:45:00,2.96,0.25,6.73,12.76,94.77,2.08,0.77,0.33,12.22
12/9/2016,7:00:00,2.93,0.24,6.73,12.76,94.68,2.06,0.76,0.33,12.22
12/9/2016,7:15:00,2.94,0.25,6.73,12.76,94.74,2.04,0.84,0.36,12.26
12/9/2016,7:30:00,2.97,0.25,6.73,12.72,94.45,2.08,0.82,0.32,12.24
12/9/2016,7:45:00,2.89,0.25,6.74,12.77,94.63,2.03,0.77,0.34,12.19
12/9/2016,8:00:00,2.98,0.25,6.73,12.7,94.38,2.05,0.82,0.34,12.24
12/9/2016,8:15:00,2.92,0.25,6.72,12.73,94.42,2.09,0.84,0.32,12.23
12/9/2016,8:30:00,2.94,0.25,6.72,12.71,94.33,2.08,1.05,0.36,12.25
12/9/2016,8:45:00,2.87,0.25,6.72,12.73,94.33,2.08,0.99,0.36,12.27
12/9/2016,9:00:00,2.84,0.25,6.72,12.74,94.29,2.11,0.97,0.36,12.33
12/9/2016,9:15:00,2.91,0.25,6.71,12.71,94.22,2.14,0.88,0.37,12.24
12/9/2016,9:30:00,3.11,0.25,6.73,12.7,94.66,2.07,0.94,0.35,12.22
12/9/2016,9:45:00,3.23,0.25,6.74,12.67,94.8,2.05,0.88,0.34,12.21
12/9/2016,10:00:00,3.24,0.25,6.73,12.68,94.88,2.17,0.93,0.36,12.23
12/9/2016,10:15:00,3.26,0.24,6.72,12.7,95.07,2.18,0.84,0.34,12.21
12/9/2016,10:30:00,3.18,0.24,6.69,12.72,94.99,2.09,0.86,0.36,12.23
12/9/2016,10:45:00,3.06,0.25,6.72,12.74,94.84,2.05,0.84,0.36,12.23
12/9/2016,11:00:00,3.05,0.25,6.73,12.72,94.71,2.07,0.9,0.35,12.24
12/9/2016,11:15:00,3.03,0.25,6.74,12.72,94.65,2.09,0.87,0.35,12.21
12/9/2016,11:30:00,2.92,0.25,6.74,12.8,94.98,2.12,0.9,0.37,12.22
12/9/2016,11:45:00,2.96,0.25,6.74,12.75,94.67,2.11,0.79,0.35,12.22
12/9/2016,12:00:00,2.94,0.24,6.73,12.77,94.76,2.07,0.87,0.34,12.19
12/9/2016,12:15:00,2.91,0.25,6.74,12.82,95.07,2.04,0.84,0.33,12.24
12/9/2016,12:30:00,2.9,0.24,6.74,12.82,95.04,2.14,0.94,0.36,12.28
12/9/2016,12:45:00,2.91,0.27,6.75,12.8,94.95,2.04,1.04,0.35,12.23
12/9/2016,13:00:00,2.91,0.28,6.76,12.81,94.99,2.06,0.91,0.36,12.23
12/9/2016,13:15:00,2.9,0.27,6.76,12.84,95.21,2.08,0.94,0.35,12.23
12/9/2016,13:30:00,2.94,0.24,6.74,12.82,95.16,2.14,0.68,0.33,12.22
12/9/2016,13:45:00,2.99,0.25,6.73,12.79,95.04,2.06,1.06,0.36,12.33
12/9/2016,14:00:00,3.02,0.26,6.74,12.78,95.08,2.06,0.8,0.33,12.21
12/9/2016,14:15:00,3.05,0.26,6.73,12.78,95.16,2.07,0.8,0.33,12.19
12/9/2016,14:30:00,3.06,0.24,6.71,12.8,95.33,2.17,0.64,0.33,12.25
12/9/2016,14:45:00,3.08,0.25,6.72,12.8,95.33,2.05,0.71,0.34,12.24
12/9/2016,15:00:00,3.13,0.25,6.73,12.81,95.56,2.03,0.94,0.4,12.24
12/9/2016,15:15:00,3.17,0.25,6.74,12.82,95.76,2.1,0.68,0.31,12.24
12/9/2016,15:30:00,3.2,0.24,6.73,12.8,95.7,2.03,0.8,0.36,12.3
12/9/2016,15:45:00,3.23,0.24,6.74,12.82,95.9,2.05,0.75,0.31,12.21
12/9/2016,16:00:00,3.28,0.24,6.75,12.8,95.9,2.03,0.71,0.34,12.23
12/9/2016,16:15:00,3.3,0.25,6.75,12.81,95.99,2.02,0.77,0.32,12.22
12/9/2016,16:30:00,3.25,0.25,6.74,12.85,96.16,2.06,0.75,0.33,12.24
12/9/2016,16:45:00,3.25,0.25,6.74,12.83,96.03,2.07,0.88,0.34,12.22
12/9/2016,17:00:00,3.16,0.24,6.73,12.87,96.06,2.07,0.75,0.33,12.24
12/9/2016,17:15:00,3.18,0.25,6.73,12.81,95.66,2.02,0.72,0.34,12.22
12/9/2016,17:30:00,3.05,0.25,6.75,12.86,95.77,2.01,0.78,0.34,12.22
12/9/2016,17:45:00,2.99,0.24,6.74,12.87,95.62,2.09,0.69,0.33,12.27
12/9/2016,18:00:00,2.96,0.25,6.75,12.85,95.39,2.05,0.85,0.36,12.25
12/9/2016,18:15:00,2.88,0.24,6.75,12.87,95.4,2.03,0.8,0.35,12.24
12/9/2016,18:30:00,2.89,0.25,6.76,12.83,95.14,2.05,0.82,0.35,12.22
12/9/2016,18:45:00,2.82,0.25,6.76,12.86,95.15,2.09,0.83,0.34,12.26
12/9/2016,19:00:00,2.78,0.25,6.76,12.87,95.13,2.08,0.76,0.35,12.22
12/9/2016,19:15:00,2.76,0.24,6.75,12.85,94.94,2.1,0.78,0.35,12.22
12/9/2016,19:30:00,2.77,0.24,6.74,12.82,94.71,2.05,0.75,0.34,12.33
12/9/2016,19:45:00,2.73,0.25,6.74,12.85,94.81,2.06,0.71,0.33,12.32
12/9/2016,20:00:00,2.74,0.24,6.75,12.82,94.59,2.08,0.77,0.34,12.22
12/9/2016,20:15:00,2.71,0.24,6.74,12.84,94.67,2.09,0.73,0.36,12.21
12/9/2016,20:30:00,2.72,0.24,6.75,12.85,94.8,2.14,0.75,0.33,12.26
12/9/2016,20:45:00,2.93,0.25,6.76,12.89,95.64,2.08,0.77,0.34,12.23
12/9/2016,21:00:00,2.99,0.25,6.76,12.89,95.8,2.06,0.7,0.35,12.19
12/9/2016,21:15:00,3.07,0.25,6.76,12.88,95.94,2.07,0.74,0.35,12.23
12/9/2016,21:30:00,3.1,0.25,6.76,12.86,95.9,2.09,0.77,0.37,12.21
12/9/2016,21:45:00,2.93,0.25,6.74,12.88,95.58,2.16,0.73,0.36,12.21
12/9/2016,22:00:00,2.83,0.25,6.76,12.91,95.54,2.16,0.74,0.34,12.23
12/9/2016,22:15:00,2.83,0.24,6.75,12.87,95.22,2.11,0.73,0.33,12.23
12/9/2016,22:30:00,2.72,0.24,6.77,12.92,95.34,2.08,0.82,0.36,12.3
12/9/2016,22:45:00,2.7,0.25,6.77,12.93,95.35,2.08,0.69,0.33,12.21
12/9/2016,23:00:00,2.68,0.24,6.77,12.94,95.38,2.07,0.76,0.33,12.32
12/9/2016,23:15:00,2.69,0.24,6.76,12.93,95.35,2.12,0.81,0.34,12.25
12/9/2016,23:30:00,2.69,0.24,6.76,12.94,95.4,2.62,0.85,0.38,12.21
12/9/2016,23:45:00,2.65,0.24,6.76,12.94,95.26,2.26,0.96,0.35,12.2
12/10/2016,0:00:00,2.63,0.23,6.75,12.96,95.39,2.28,0.76,0.32,12.24
12/10/2016,0:15:00,2.79,0.24,6.75,12.95,95.69,2.35,0.71,0.34,12.27
12/10/2016,0:30:00,2.88,0.24,6.74,12.97,96.08,2.4,0.78,0.35,12.22
12/10/2016,0:45:00,2.94,0.24,6.74,12.95,96.1,2.2,0.81,0.33,12.21
12/10/2016,1:00:00,2.97,0.24,6.74,12.95,96.2,2.15,0.85,0.35,12.33
12/10/2016,1:15:00,2.99,0.24,6.74,12.97,96.41,2.13,0.75,0.35,12.24
12/10/2016,1:30:00,2.84,0.24,6.73,12.97,95.99,2.1,0.73,0.34,12.21
12/10/2016,1:45:00,2.71,0.24,6.76,12.99,95.8,2.08,0.69,0.34,12.22
12/10/2016,2:00:00,2.67,0.23,6.75,12.98,95.59,2.08,0.67,0.34,12.24
12/10/2016,2:15:00,2.61,0.23,6.75,12.96,95.32,2.14,0.68,0.35,12.22
12/10/2016,2:30:00,2.54,0.23,6.75,12.98,95.31,2.06,0.66,0.33,12.22
12/10/2016,2:45:00,2.63,0.23,6.76,12.99,95.62,2.08,0.64,0.33,12.23
12/10/2016,3:00:00,2.76,0.23,6.75,12.98,95.88,2.08,0.72,0.33,12.26
12/10/2016,3:15:00,2.82,0.23,6.73,13,96.16,2.03,0.74,0.32,12.19
12/10/2016,3:30:00,2.82,0.24,6.73,13.01,96.26,2.07,0.71,0.33,12.27
12/10/2016,3:45:00,2.86,0.23,6.72,12.97,96.03,2.1,0.66,0.35,12.22
12/10/2016,4:00:00,2.89,0.23,6.72,12.96,96.09,2.05,0.69,0.34,12.27
12/10/2016,4:15:00,2.9,0.23,6.73,12.98,96.21,2.09,0.68,0.31,12.27
12/10/2016,4:30:00,2.66,0.24,6.74,13,95.81,2.08,0.86,0.35,12.19
12/10/2016,4:45:00,2.51,0.24,6.75,13.01,95.42,2.02,0.64,0.33,12.28
12/10/2016,5:00:00,2.47,0.23,6.75,12.99,95.18,2.03,0.69,0.34,12.22
12/10/2016,5:15:00,2.4,0.24,6.77,13.01,95.15,2.03,0.71,0.34,12.22
12/10/2016,5:30:00,2.36,0.24,6.76,13.01,95.07,2.11,0.75,0.35,12.22
12/10/2016,5:45:00,2.35,0.22,6.74,12.99,94.87,2.07,0.71,0.33,12.22
12/10/2016,6:00:00,2.43,0.23,6.76,12.99,95.07,2.04,0.68,0.31,12.22
12/10/2016,6:15:00,2.57,0.23,6.75,12.97,95.3,2.08,0.69,0.33,12.23
12/10/2016,6:30:00,2.62,0.24,6.74,12.97,95.47,2.08,0.71,0.33,12.25
12/10/2016,6:45:00,2.68,0.23,6.73,12.95,95.43,2.01,0.69,0.33,12.3
12/10/2016,7:00:00,2.69,0.23,6.72,12.94,95.43,2.05,0.67,0.35,12.21
12/10/2016,7:15:00,2.71,0.23,6.71,12.95,95.49,2.03,0.74,0.33,12.22
12/10/2016,7:30:00,2.72,0.23,6.72,12.95,95.58,1.99,0.68,0.34,12.22
12/10/2016,7:45:00,2.75,0.23,6.72,12.94,95.56,2.04,0.73,0.36,12.22
12/10/2016,8:00:00,2.76,0.23,6.72,12.94,95.6,2.05,0.7,0.34,12.22
12/10/2016,8:15:00,2.81,0.23,6.73,12.94,95.69,2.04,0.69,0.35,12.26
12/10/2016,8:30:00,2.56,0.23,6.74,12.93,95.02,2.04,0.76,0.34,12.24
12/10/2016,8:45:00,2.42,0.23,6.74,12.96,94.83,2,0.75,0.33,12.23
12/10/2016,9:00:00,2.31,0.24,6.75,12.96,94.59,2.01,0.77,0.33,12.24
12/10/2016,9:15:00,2.22,0.24,6.77,13,94.59,2.05,0.77,0.36,12.22
12/10/2016,9:30:00,2.17,0.24,6.75,12.96,94.24,2.09,0.91,0.34,12.23
12/10/2016,9:45:00,2.39,0.23,6.75,12.91,94.43,2.03,0.73,0.34,12.22
12/10/2016,10:00:00,2.45,0.23,6.74,12.92,94.62,2.02,0.82,0.35,12.23
12/10/2016,10:15:00,2.49,0.24,6.73,12.94,94.84,2.03,0.78,0.34,12.24
12/10/2016,10:30:00,2.46,0.24,6.74,12.99,95.15,1.98,0.96,0.36,12.24
12/10/2016,10:45:00,2.52,0.24,6.73,12.96,95.12,2,0.76,0.35,12.21
12/10/2016,11:00:00,2.52,0.24,6.73,12.96,95.09,2.04,0.82,0.35,12.19
12/10/2016,11:15:00,2.56,0.24,6.72,12.95,95.16,2.05,0.75,0.34,12.22
12/10/2016,11:30:00,2.39,0.24,6.72,12.98,94.89,1.99,0.85,0.35,12.24
12/10/2016,11:45:00,2.28,0.24,6.74,13.03,95,1.98,0.66,0.34,12.24
12/10/2016,12:00:00,2.26,0.24,6.74,13.01,94.84,1.99,0.82,0.36,12.29
12/10/2016,12:15:00,2.16,0.25,6.75,13.05,94.84,1.99,0.77,0.38,12.28
12/10/2016,12:30:00,2.11,0.25,6.75,13.04,94.6,2.03,0.79,0.36,12.22
12/10/2016,12:45:00,2.09,0.23,6.73,12.99,94.19,2,0.75,0.34,12.23
12/10/2016,13:00:00,2.06,0.24,6.73,13.01,94.32,2.02,0.74,0.36,12.22
12/10/2016,13:15:00,2.06,0.24,6.73,13.01,94.27,1.98,0.83,0.34,12.22
12/10/2016,13:30:00,2.03,0.24,6.74,13.05,94.48,2.02,0.69,0.37,12.23
12/10/2016,13:45:00,2.15,0.24,6.73,13.04,94.7,1.95,0.71,0.35,12.26
12/10/2016,14:00:00,2.4,0.24,6.75,13.03,95.28,1.93,0.75,0.34,12.21
12/10/2016,14:15:00,2.53,0.24,6.75,13.03,95.6,1.98,0.63,0.32,12.22
12/10/2016,14:30:00,2.61,0.24,6.75,13.01,95.74,1.97,0.8,0.35,12.19
12/10/2016,14:45:00,2.74,0.24,6.76,13.02,96.12,1.96,0.64,0.33,12.19
12/10/2016,15:00:00,2.62,0.24,6.73,13.03,95.89,1.99,0.63,0.32,12.24
12/10/2016,15:15:00,2.6,0.24,6.74,13.06,96.02,1.98,0.68,0.33,12.21
12/10/2016,15:30:00,2.63,0.24,6.74,13.08,96.25,1.98,0.59,0.32,12.23
12/10/2016,15:45:00,2.67,0.24,6.75,13.06,96.21,1.93,0.67,0.33,12.22
12/10/2016,16:00:00,2.67,0.24,6.75,13.07,96.28,1.93,0.63,0.32,12.26
12/10/2016,16:15:00,2.67,0.24,6.74,13.08,96.35,1.93,0.63,0.33,12.34
12/10/2016,16:30:00,2.63,0.24,6.74,13.08,96.3,1.93,0.66,0.31,12.24
12/10/2016,16:45:00,2.61,0.24,6.74,13.09,96.29,1.9,0.67,0.33,12.24
12/10/2016,17:00:00,2.57,0.24,6.74,13.09,96.18,1.88,0.74,0.33,12.22
12/10/2016,17:15:00,2.52,0.24,6.74,13.07,95.91,1.95,0.69,0.34,12.19
12/10/2016,17:30:00,2.45,0.24,6.75,13.08,95.8,1.93,0.78,0.34,12.22
12/10/2016,17:45:00,2.37,0.24,6.75,13.08,95.59,1.92,0.71,0.34,12.23
12/10/2016,18:00:00,2.28,0.23,6.75,13.09,95.46,1.9,0.68,0.32,12.26
12/10/2016,18:15:00,2.21,0.24,6.77,13.1,95.36,1.92,0.73,0.35,12.23
12/10/2016,18:30:00,2.15,0.24,6.77,13.1,95.17,1.92,0.78,0.35,12.24
12/10/2016,18:45:00,2.13,0.24,6.76,13.09,95.08,1.93,0.71,0.34,12.22
12/10/2016,19:00:00,2.12,0.24,6.76,13.08,94.95,1.89,0.67,0.33,12.23
12/10/2016,19:15:00,2.09,0.24,6.75,13.07,94.78,1.9,0.69,0.35,12.23
12/10/2016,19:30:00,2.05,0.23,6.73,13.07,94.67,1.94,0.64,0.34,12.23
12/10/2016,19:45:00,2.13,0.23,6.73,13.07,94.89,1.9,0.63,0.34,12.22
12/10/2016,20:00:00,2.3,0.23,6.75,13.09,95.46,1.94,0.78,0.34,12.22
12/10/2016,20:15:00,2.38,0.23,6.74,13.07,95.57,1.92,0.65,0.32,12.26
12/10/2016,20:30:00,2.42,0.24,6.73,13.08,95.7,1.91,0.74,0.33,12.21
12/10/2016,20:45:00,2.47,0.24,6.73,13.08,95.83,1.92,0.67,0.34,12.23
12/10/2016,21:00:00,2.5,0.24,6.74,13.08,95.93,1.92,0.97,0.34,12.21
12/10/2016,21:15:00,2.53,0.23,6.73,13.06,95.83,1.92,0.66,0.35,12.21
12/10/2016,21:30:00,2.55,0.24,6.73,13.07,96.01,1.88,0.71,0.33,12.26
12/10/2016,21:45:00,2.59,0.23,6.74,13.06,96.03,1.9,0.64,0.33,12.21
12/10/2016,22:00:00,2.6,0.24,6.74,13.08,96.2,1.86,0.72,0.34,12.21
12/10/2016,22:15:00,2.63,0.23,6.74,13.06,96.11,1.91,0.61,0.34,12.22
12/10/2016,22:30:00,2.61,0.23,6.74,13.07,96.15,1.86,0.7,0.35,12.22
12/10/2016,22:45:00,2.64,0.23,6.74,13.06,96.14,1.92,0.72,0.35,12.21
12/10/2016,23:00:00,2.66,0.23,6.74,13.06,96.21,1.85,0.68,0.33,12.19
12/10/2016,23:15:00,2.68,0.23,6.74,13.06,96.28,1.89,0.75,0.35,12.21
12/10/2016,23:30:00,2.71,0.23,6.73,13.07,96.38,1.86,0.59,0.33,12.21
12/10/2016,23:45:00,2.7,0.24,6.74,13.1,96.58,1.91,0.69,0.33,12.21
12/11/2016,0:00:00,2.73,0.23,6.74,13.07,96.5,1.91,0.68,0.32,12.28
12/11/2016,0:15:00,2.74,0.23,6.74,13.09,96.59,1.89,0.62,0.33,12.22
12/11/2016,0:30:00,2.7,0.23,6.73,13.09,96.5,1.92,0.65,0.33,12.23
12/11/2016,0:45:00,2.7,0.23,6.73,13.1,96.63,1.91,0.69,0.32,12.19
12/11/2016,1:00:00,2.71,0.23,6.74,13.1,96.63,1.92,0.65,0.32,12.23
12/11/2016,1:15:00,2.72,0.24,6.74,13.12,96.77,1.91,0.67,0.34,12.22
12/11/2016,1:30:00,2.72,0.24,6.74,13.12,96.77,1.89,0.66,0.32,12.25
12/11/2016,1:45:00,2.7,0.24,6.74,13.13,96.78,1.89,0.63,0.35,12.21
12/11/2016,2:00:00,2.7,0.24,6.74,13.1,96.58,1.86,0.63,0.33,12.19
12/11/2016,2:15:00,2.7,0.23,6.73,13.1,96.63,1.86,0.73,0.33,12.22
12/11/2016,2:30:00,2.64,0.23,6.73,13.11,96.48,1.89,0.62,0.33,12.25
12/11/2016,2:45:00,2.66,0.23,6.74,13.12,96.66,1.93,0.7,0.33,12.26
12/11/2016,3:00:00,2.65,0.24,6.74,13.12,96.63,1.92,0.63,0.35,12.19
12/11/2016,3:15:00,2.63,0.23,6.73,13.13,96.59,1.93,0.65,0.32,12.22
12/11/2016,3:30:00,2.62,0.23,6.73,13.13,96.6,1.91,0.71,0.34,12.19
12/11/2016,3:45:00,2.65,0.23,6.72,13.12,96.62,1.89,0.64,0.34,12.28
12/11/2016,4:00:00,2.62,0.23,6.72,13.13,96.62,1.87,0.67,0.32,12.24
12/11/2016,4:15:00,2.6,0.23,6.72,13.13,96.55,1.85,0.62,0.32,12.21
12/11/2016,4:30:00,2.55,0.23,6.72,13.12,96.39,1.9,0.69,0.32,12.26
12/11/2016,4:45:00,2.55,0.23,6.73,13.15,96.58,1.94,0.67,0.33,12.23
12/11/2016,5:00:00,2.52,0.23,6.72,13.16,96.56,1.87,0.62,0.31,12.23
12/11/2016,5:15:00,2.51,0.23,6.72,13.15,96.46,1.86,0.62,0.32,12.19
12/11/2016,5:30:00,2.5,0.23,6.72,13.15,96.42,1.89,0.65,0.33,12.21
12/11/2016,5:45:00,2.47,0.23,6.73,13.16,96.47,1.88,0.64,0.33,12.19
12/11/2016,6:00:00,2.45,0.23,6.72,13.16,96.36,1.89,0.73,0.33,12.21
12/11/2016,6:15:00,2.44,0.23,6.72,13.15,96.31,1.84,0.59,0.32,12.28
12/11/2016,6:30:00,2.4,0.23,6.72,13.16,96.27,1.89,0.65,0.33,12.24
12/11/2016,6:45:00,2.39,0.23,6.72,13.16,96.23,1.93,0.65,0.33,12.19
12/11/2016,7:00:00,2.39,0.23,6.72,13.15,96.15,1.85,0.59,0.34,12.23
12/11/2016,7:15:00,2.37,0.23,6.72,13.16,96.15,1.86,0.59,0.33,12.22
12/11/2016,7:30:00,2.36,0.23,6.72,13.17,96.21,1.88,0.59,0.33,12.26
12/11/2016,7:45:00,2.34,0.23,6.72,13.17,96.22,1.85,0.71,0.34,12.22
12/11/2016,8:00:00,2.34,0.23,6.72,13.17,96.16,1.87,0.67,0.33,12.22
12/11/2016,8:15:00,2.33,0.23,6.72,13.17,96.13,1.86,0.73,0.34,12.23
12/11/2016,8:30:00,2.29,0.24,6.72,13.19,96.15,1.83,0.7,0.34,12.23
12/11/2016,8:45:00,2.29,0.23,6.73,13.18,96.08,1.8,0.65,0.33,12.19
12/11/2016,9:00:00,2.3,0.23,6.72,13.18,96.13,1.81,0.69,0.34,12.19
12/11/2016,9:15:00,2.32,0.23,6.72,13.15,95.99,1.88,0.66,0.36,12.21
12/11/2016,9:30:00,2.33,0.23,6.71,13.17,96.16,1.86,0.68,0.34,12.28
12/11/2016,9:45:00,2.33,0.23,6.71,13.17,96.13,1.82,0.7,0.38,12.23
12/11/2016,10:00:00,2.35,0.23,6.72,13.17,96.2,1.85,0.71,0.32,12.27
12/11/2016,10:15:00,2.37,0.23,6.71,13.16,96.21,1.83,0.66,0.33,12.23
12/11/2016,10:30:00,2.34,0.23,6.72,13.15,96.08,1.85,0.62,0.33,12.21
12/11/2016,10:45:00,2.34,0.23,6.72,13.18,96.21,1.89,0.68,0.34,12.23
12/11/2016,11:00:00,2.12,0.23,6.72,13.21,95.87,1.83,0.79,0.35,12.19
12/11/2016,11:15:00,2.02,0.23,6.72,13.19,95.5,1.87,0.68,0.33,12.23
12/11/2016,11:30:00,1.94,0.23,6.72,13.19,95.26,1.89,0.64,0.33,12.21
12/11/2016,11:45:00,1.87,0.23,6.72,13.19,95.12,1.83,0.77,0.36,12.19
12/11/2016,12:00:00,1.83,0.23,6.73,13.2,95.06,1.84,0.69,0.34,12.21
12/11/2016,12:15:00,1.81,0.23,6.73,13.23,95.22,1.81,0.78,0.36,12.23
12/11/2016,12:30:00,1.78,0.23,6.73,13.22,95.06,1.79,0.6,0.33,12.27
12/11/2016,12:45:00,1.79,0.23,6.73,13.21,95.02,1.85,0.59,0.32,12.37
12/11/2016,13:00:00,1.8,0.23,6.72,13.21,95.06,1.82,0.61,0.35,12.22
