Date,Time,Temp ,Spec. Cond (ms/cm),ph,DO ,DO (% Saturation),turbidity ,chlorophyll ,phycocyanin,Battery (V)
6/14/2017,0:45:00,22.27,0.2,6.68,8.21,94.39,2.09,1.04,0.15,12.19
6/14/2017,1:00:00,22.26,0.2,6.67,8.19,94.2,2.02,1.13,0.16,12.19
6/14/2017,1:15:00,22.23,0.2,6.68,8.19,94.19,2.13,1.11,0.17,12.21
6/14/2017,1:30:00,22.21,0.21,6.68,8.17,93.9,1.98,1.16,0.14,12.19
6/14/2017,1:45:00,22.19,0.2,6.68,8.18,93.97,2.15,1.08,0.15,12.27
6/14/2017,2:00:00,22.15,0.2,6.68,8.19,94,2.05,1.07,0.16,12.18
6/14/2017,2:15:00,22.13,0.2,6.68,8.17,93.69,2.1,0.99,0.14,12.19
6/14/2017,2:30:00,22.1,0.2,6.68,8.17,93.65,2.25,1.07,0.15,12.21
6/14/2017,2:45:00,22.08,0.2,6.68,8.15,93.42,2.06,1.02,0.16,12.19
6/14/2017,3:00:00,22.05,0.2,6.68,8.15,93.35,2.25,1.04,0.14,12.19
6/14/2017,3:15:00,22.02,0.2,6.68,8.14,93.18,2.17,1.04,0.14,12.23
6/14/2017,3:30:00,21.99,0.2,6.66,8.14,93.09,2.16,1.07,0.16,12.19
6/14/2017,3:45:00,21.97,0.2,6.67,8.11,92.71,2.26,1.03,0.15,12.19
6/14/2017,4:00:00,21.94,0.2,6.66,8.09,92.51,2.18,1.04,0.15,12.19
6/14/2017,4:15:00,21.9,0.2,6.66,8.09,92.45,2.31,1.08,0.12,12.23
6/14/2017,4:30:00,21.88,0.2,6.66,8.09,92.39,2,1.07,0.15,12.22
6/14/2017,4:45:00,21.85,0.2,6.66,8.08,92.17,2.18,1.04,0.15,12.19
6/14/2017,5:00:00,21.83,0.2,6.66,8.07,92.07,2,1.02,0.18,12.19
6/14/2017,5:15:00,21.8,0.2,6.65,8.06,91.87,2.19,1.06,0.16,12.22
6/14/2017,5:30:00,21.79,0.2,6.65,8.05,91.71,2.14,0.96,0.15,12.19
6/14/2017,5:45:00,21.77,0.2,6.65,8.05,91.66,2.04,1.02,0.14,12.19
6/14/2017,6:00:00,21.74,0.2,6.65,8.05,91.6,2.51,0.97,0.13,12.21
6/14/2017,6:15:00,21.72,0.2,6.65,8.05,91.56,2.07,0.97,0.14,12.19
6/14/2017,6:30:00,21.7,0.2,6.65,8.04,91.46,2.13,0.98,0.13,12.26
6/14/2017,6:45:00,21.69,0.2,6.65,8.04,91.41,2.15,0.98,0.15,12.28
6/14/2017,7:00:00,21.68,0.2,6.65,8.03,91.3,2.06,1.11,0.15,12.22
6/14/2017,7:15:00,21.67,0.2,6.65,8.03,91.33,2.25,0.96,0.16,12.19
6/14/2017,7:30:00,21.68,0.2,6.65,8.03,91.33,2.13,0.91,0.12,12.19
6/14/2017,7:45:00,21.68,0.2,6.64,8.04,91.42,2.21,1.08,0.15,12.19
6/14/2017,8:00:00,21.69,0.2,6.64,8.02,91.23,2.08,0.97,0.15,12.29
6/14/2017,8:15:00,21.7,0.2,6.65,8.03,91.35,2.14,1.07,0.19,12.22
6/14/2017,8:30:00,21.7,0.2,6.65,8.03,91.37,1.97,0.97,0.15,12.19
6/14/2017,8:45:00,21.72,0.2,6.65,8.03,91.35,2,0.93,0.14,12.21
6/14/2017,9:00:00,21.72,0.21,6.64,8.05,91.58,1.89,0.88,0.15,12.19
6/14/2017,9:15:00,21.73,0.21,6.65,8.05,91.6,2.15,0.96,0.15,12.21
6/14/2017,9:30:00,21.73,0.21,6.65,8.07,91.84,1.96,0.88,0.13,12.21
6/14/2017,9:45:00,21.74,0.2,6.66,8.09,92.11,2.09,0.96,0.16,12.22
6/14/2017,10:00:00,21.79,0.2,6.67,8.11,92.47,2.01,0.98,0.15,12.19
6/14/2017,10:15:00,21.81,0.2,6.67,8.15,92.89,2.06,0.85,0.14,12.21
6/14/2017,10:30:00,21.86,0.2,6.67,8.17,93.2,2.2,0.87,0.13,12.19
6/14/2017,10:45:00,21.91,0.2,6.67,8.16,93.26,2.11,0.89,0.13,12.21
6/14/2017,11:00:00,21.95,0.2,6.68,8.19,93.63,2.02,0.86,0.13,12.24
6/14/2017,11:15:00,21.99,0.2,6.69,8.21,93.87,2.04,0.94,0.14,12.19
6/14/2017,11:30:00,22.05,0.2,6.69,8.22,94.17,2.07,1.05,0.12,12.24
6/14/2017,11:45:00,22.09,0.2,6.69,8.22,94.22,1.97,0.89,0.12,12.19
6/14/2017,12:00:00,22.14,0.2,6.69,8.24,94.48,2.37,0.87,0.12,12.22
6/14/2017,12:15:00,22.19,0.2,6.7,8.25,94.79,2.02,0.88,0.15,12.21
6/14/2017,12:30:00,22.25,0.2,6.7,8.27,95.05,2.02,1,0.15,12.21
6/14/2017,12:45:00,22.32,0.2,6.71,8.29,95.44,1.97,0.83,0.13,12.21
6/14/2017,13:00:00,22.38,0.2,6.72,8.31,95.83,1.97,0.85,0.11,12.19
6/14/2017,13:15:00,22.44,0.2,6.71,8.32,95.96,2,0.89,0.13,12.19
6/14/2017,13:30:00,22.5,0.2,6.72,8.33,96.23,1.8,0.97,0.15,12.22
6/14/2017,13:45:00,22.55,0.2,6.72,8.34,96.46,1.87,0.98,0.15,12.19
6/14/2017,14:00:00,22.65,0.2,6.73,8.35,96.75,1.99,1,0.14,12.18
6/14/2017,14:15:00,22.68,0.21,6.73,8.37,97.07,1.86,0.95,0.15,12.19
6/14/2017,14:30:00,22.75,0.2,6.74,8.38,97.31,1.89,1.02,0.14,12.2
6/14/2017,14:45:00,22.8,0.2,6.75,8.4,97.61,1.85,0.92,0.15,12.19
6/14/2017,15:00:00,22.86,0.21,6.76,8.42,97.91,1.79,1.03,0.14,12.19
6/14/2017,15:15:00,22.9,0.2,6.76,8.44,98.29,1.88,1.04,0.13,12.22
6/14/2017,15:30:00,22.95,0.21,6.75,8.44,98.38,1.91,1.1,0.17,12.19
6/14/2017,15:45:00,22.99,0.21,6.76,8.47,98.71,1.79,1.07,0.15,12.19
6/14/2017,16:00:00,23.03,0.21,6.77,8.47,98.8,1.82,1.16,0.14,12.19
6/14/2017,16:15:00,23.05,0.21,6.77,8.49,99.08,1.84,1.07,0.17,12.19
6/14/2017,16:30:00,23.09,0.21,6.77,8.49,99.22,1.78,1.1,0.18,12.19
6/14/2017,16:45:00,23.13,0.21,6.77,8.49,99.21,1.97,1.14,0.17,12.19
6/14/2017,17:00:00,23.16,0.21,6.77,8.48,99.26,2.33,1.12,0.19,12.19
6/14/2017,17:15:00,23.16,0.21,6.78,8.51,99.51,1.98,1.09,0.15,12.19
6/14/2017,17:30:00,23.18,0.21,6.78,8.49,99.39,2.19,1.3,0.17,12.19
6/14/2017,17:45:00,23.2,0.21,6.78,8.5,99.53,2.04,1.23,0.17,12.19
6/14/2017,18:00:00,23.21,0.21,6.79,8.5,99.52,2,1.18,0.15,12.19
6/14/2017,18:15:00,23.21,0.21,6.79,8.49,99.42,2.78,1.3,0.15,12.21
6/14/2017,18:30:00,23.22,0.21,6.79,8.49,99.45,2.63,1.38,0.18,12.19
6/14/2017,18:45:00,23.22,0.21,6.79,8.47,99.21,2.48,1.33,0.17,12.19
6/14/2017,19:00:00,23.21,0.21,6.78,8.46,99.11,2.55,1.37,0.16,12.19
6/14/2017,19:15:00,23.18,0.21,6.79,8.46,98.95,2.41,1.29,0.19,12.21
6/14/2017,19:30:00,23.17,0.21,6.78,8.43,98.65,2.52,1.33,0.19,12.19
6/14/2017,19:45:00,23.15,0.21,6.78,8.42,98.53,2.25,1.32,0.17,12.18
6/14/2017,20:00:00,23.14,0.21,6.78,8.42,98.43,2.34,1.37,0.2,12.22
6/14/2017,20:15:00,23.11,0.21,6.77,8.39,98.09,2.54,1.44,0.14,12.21
6/14/2017,20:30:00,23.1,0.21,6.78,8.39,98.01,2.21,1.41,0.16,12.19
6/14/2017,20:45:00,23.08,0.21,6.77,8.37,97.83,2.27,1.57,0.19,12.19
6/14/2017,21:00:00,23.07,0.21,6.77,8.36,97.62,2.41,1.4,0.15,12.19
6/14/2017,21:15:00,23.05,0.21,6.77,8.34,97.41,2.2,1.36,0.17,12.18
6/14/2017,21:30:00,23.04,0.21,6.77,8.32,97.09,2.06,1.36,0.2,12.21
6/14/2017,21:45:00,23.02,0.21,6.77,8.31,96.99,2.22,1.3,0.17,12.22
6/14/2017,22:00:00,23,0.21,6.76,8.29,96.72,2.04,1.36,0.2,12.19
6/14/2017,22:15:00,22.99,0.21,6.77,8.28,96.58,2.2,1.5,0.18,12.19
6/14/2017,22:30:00,22.96,0.21,6.77,8.25,96.17,2.23,1.24,0.19,12.21
6/14/2017,22:45:00,22.94,0.21,6.76,8.25,96.1,2.14,1.41,0.17,12.21
6/14/2017,23:00:00,22.91,0.21,6.76,8.22,95.66,2.33,1.21,0.17,12.22
6/14/2017,23:15:00,22.89,0.21,6.76,8.22,95.68,2.19,1.45,0.17,12.22
6/14/2017,23:30:00,22.86,0.21,6.76,8.21,95.46,1.89,1.3,0.18,12.19
6/14/2017,23:45:00,22.83,0.21,6.76,8.18,95.13,2.08,1.47,0.17,12.19
6/15/2017,0:00:00,22.8,0.21,6.76,8.17,94.91,2.11,1.13,0.15,12.24
6/15/2017,0:15:00,22.77,0.21,6.75,8.15,94.66,2.12,1.29,0.17,12.21
6/15/2017,0:30:00,22.74,0.21,6.74,8.14,94.46,2.27,1.2,0.16,12.19
6/15/2017,0:45:00,22.71,0.2,6.75,8.13,94.26,2.08,1.24,0.18,12.18
6/15/2017,1:00:00,22.68,0.2,6.73,8.11,94.05,2.31,1.37,0.16,12.19
6/15/2017,1:15:00,22.64,0.2,6.74,8.09,93.74,2.14,1.39,0.21,12.21
6/15/2017,1:30:00,22.62,0.2,6.74,8.08,93.57,2.2,1.24,0.17,12.21
6/15/2017,1:45:00,22.59,0.2,6.74,8.07,93.41,2.02,1.21,0.17,12.19
6/15/2017,2:00:00,22.57,0.2,6.73,8.05,93.15,2.02,1.27,0.18,12.28
6/15/2017,2:15:00,22.54,0.2,6.73,8.03,92.89,2.08,1.29,0.18,12.21
6/15/2017,2:30:00,22.51,0.21,6.72,8.02,92.64,2.27,1.28,0.18,12.21
6/15/2017,2:45:00,22.5,0.21,6.73,8.01,92.47,2.06,1.21,0.16,12.19
6/15/2017,3:00:00,22.47,0.21,6.73,7.98,92.15,2.25,1.32,0.2,12.19
6/15/2017,3:15:00,22.43,0.21,6.72,7.97,92,2.03,1.37,0.21,12.23
6/15/2017,3:30:00,22.41,0.21,6.72,7.96,91.83,1.96,1.24,0.17,12.27
6/15/2017,3:45:00,22.38,0.21,6.72,7.94,91.56,2.07,1.26,0.16,12.19
6/15/2017,4:00:00,22.35,0.21,6.72,7.93,91.41,1.96,1.23,0.19,12.19
6/15/2017,4:15:00,22.32,0.21,6.72,7.91,91.12,2,1.21,0.17,12.22
6/15/2017,4:30:00,22.3,0.21,6.71,7.91,91.01,2.14,1.19,0.2,12.22
6/15/2017,4:45:00,22.27,0.21,6.71,7.9,90.9,2.11,1.26,0.21,12.21
6/15/2017,5:00:00,22.24,0.21,6.71,7.89,90.67,2.05,1.18,0.18,12.23
6/15/2017,5:15:00,22.21,0.21,6.71,7.88,90.5,1.97,1.25,0.19,12.19
6/15/2017,5:30:00,22.18,0.21,6.71,7.86,90.28,2.07,1.22,0.19,12.19
6/15/2017,5:45:00,22.16,0.21,6.71,7.85,90.15,2.31,1.19,0.18,12.19
6/15/2017,6:00:00,22.13,0.21,6.7,7.85,90.06,2.01,1.3,0.18,12.19
6/15/2017,6:15:00,22.11,0.21,6.7,7.85,90.05,2.12,1.14,0.17,12.21
6/15/2017,6:30:00,22.09,0.21,6.7,7.85,89.98,2.16,1.25,0.17,12.19
6/15/2017,6:45:00,22.07,0.21,6.7,7.84,89.81,2.19,1.24,0.19,12.19
6/15/2017,7:00:00,22.05,0.21,6.7,7.84,89.83,2.04,1.19,0.19,12.22
6/15/2017,7:15:00,22.06,0.21,6.7,7.83,89.74,1.85,1.08,0.16,12.19
6/15/2017,7:30:00,22.06,0.21,6.7,7.84,89.79,1.98,1.2,0.16,12.19
6/15/2017,7:45:00,22.06,0.21,6.69,7.84,89.81,1.97,1.24,0.17,12.26
6/15/2017,8:00:00,22.07,0.21,6.7,7.84,89.88,1.96,1.12,0.18,12.19
6/15/2017,8:15:00,22.06,0.21,6.7,7.86,90.06,2.06,1.13,0.18,12.22
6/15/2017,8:30:00,22.1,0.21,6.7,7.86,90.16,1.93,1.17,0.17,12.19
6/15/2017,8:45:00,22.08,0.21,6.69,7.86,90.12,1.88,1.05,0.17,12.19
6/15/2017,9:00:00,22.08,0.21,6.7,7.88,90.27,1.96,1.04,0.15,12.19
6/15/2017,9:15:00,22.09,0.21,6.7,7.88,90.29,1.95,1.03,0.15,12.22
6/15/2017,9:30:00,22.08,0.21,6.7,7.88,90.36,1.94,1.02,0.17,12.19
6/15/2017,9:45:00,22.08,0.21,6.7,7.89,90.43,2.15,1.14,0.17,12.24
6/15/2017,10:00:00,22.1,0.21,6.71,7.9,90.54,2.26,1.12,0.17,12.19
6/15/2017,10:15:00,22.13,0.21,6.72,7.94,91.07,1.88,1.07,0.16,12.21
6/15/2017,10:30:00,22.14,0.21,6.71,7.97,91.42,1.96,0.97,0.18,12.22
6/15/2017,10:45:00,22.18,0.21,6.72,7.99,91.72,1.98,1.04,0.15,12.22
6/15/2017,11:00:00,22.21,0.21,6.72,8,91.92,1.95,1.02,0.15,12.22
6/15/2017,11:15:00,22.23,0.21,6.73,8.04,92.41,2.01,0.96,0.15,12.19
6/15/2017,11:30:00,22.28,0.21,6.74,8.04,92.46,2.16,0.93,0.15,12.22
6/15/2017,11:45:00,22.31,0.21,6.74,8.06,92.73,1.87,1,0.17,12.22
6/15/2017,12:00:00,22.35,0.21,6.74,8.07,92.92,1.92,0.97,0.16,12.28
6/15/2017,12:15:00,22.4,0.22,6.74,8.09,93.26,1.81,1.02,0.17,12.19
6/15/2017,12:30:00,22.44,0.22,6.75,8.12,93.66,2.16,1.04,0.18,12.22
6/15/2017,12:45:00,22.49,0.22,6.75,8.12,93.74,1.89,1.08,0.16,12.19
6/15/2017,13:00:00,22.53,0.22,6.74,8.13,94.01,1.81,1.01,0.15,12.21
6/15/2017,13:15:00,22.59,0.22,6.76,8.15,94.37,1.94,1.15,0.17,12.2
6/15/2017,13:30:00,22.66,0.22,6.75,8.18,94.76,1.98,1.1,0.17,12.23
6/15/2017,13:45:00,22.68,0.22,6.77,8.2,95.07,1.95,1.2,0.21,12.28
6/15/2017,14:00:00,22.74,0.22,6.77,8.22,95.35,1.89,1.15,0.19,12.19
6/15/2017,14:15:00,22.8,0.22,6.78,8.26,95.93,2.03,1.22,0.15,12.18
6/15/2017,14:30:00,22.84,0.22,6.78,8.26,96.06,1.96,1.26,0.19,12.21
6/15/2017,14:45:00,22.88,0.22,6.79,8.28,96.34,1.93,1.11,0.16,12.22
6/15/2017,15:00:00,22.93,0.22,6.77,8.3,96.64,1.95,1.13,0.18,12.26
6/15/2017,15:15:00,22.96,0.22,6.79,8.33,97.03,1.87,1.18,0.18,12.19
6/15/2017,15:30:00,23.01,0.22,6.79,8.37,97.67,2.24,1.37,0.21,12.19
6/15/2017,15:45:00,23.05,0.22,6.8,8.37,97.74,1.83,1.29,0.17,12.19
6/15/2017,16:00:00,23.12,0.22,6.81,8.4,98.23,1.86,1.34,0.2,12.19
6/15/2017,16:15:00,23.15,0.22,6.81,8.41,98.35,1.95,1.41,0.23,12.19
6/15/2017,16:30:00,23.19,0.22,6.8,8.43,98.63,1.9,1.29,0.19,12.22
6/15/2017,16:45:00,23.23,0.22,6.81,8.45,98.95,1.84,1.32,0.2,12.19
6/15/2017,17:00:00,23.26,0.22,6.81,8.45,99.01,1.94,1.48,0.19,12.19
6/15/2017,17:15:00,23.3,0.22,6.83,8.48,99.47,2.05,1.35,0.21,12.19
6/15/2017,17:30:00,23.28,0.22,6.83,8.47,99.27,2.31,1.46,0.19,12.19
6/15/2017,17:45:00,23.28,0.22,6.83,8.47,99.3,2.17,1.53,0.22,12.23
6/15/2017,18:00:00,23.28,0.22,6.81,8.47,99.28,2.16,1.43,0.21,12.19
6/15/2017,18:15:00,23.25,0.22,6.83,8.46,99.18,1.98,1.53,0.23,12.26
6/15/2017,18:30:00,23.25,0.22,6.82,8.47,99.29,2.07,1.47,0.22,12.19
6/15/2017,18:45:00,23.24,0.22,6.83,8.46,99.15,2.17,1.5,0.2,12.19
6/15/2017,19:00:00,23.22,0.22,6.83,8.45,98.98,2.28,1.51,0.24,12.22
6/15/2017,19:15:00,23.21,0.22,6.83,8.44,98.86,1.97,1.6,0.21,12.19
6/15/2017,19:30:00,23.2,0.22,6.81,8.43,98.69,2.33,1.67,0.23,12.24
6/15/2017,19:45:00,23.17,0.22,6.81,8.41,98.36,2.33,1.58,0.2,12.19
6/15/2017,20:00:00,23.15,0.22,6.81,8.4,98.21,2.28,1.6,0.22,12.24
6/15/2017,20:15:00,23.14,0.22,6.81,8.39,98.12,2.73,1.51,0.21,12.19
6/15/2017,20:30:00,23.13,0.22,6.81,8.39,98.08,2.29,1.44,0.2,12.19
6/15/2017,20:45:00,23.12,0.22,6.81,8.38,97.9,2.41,1.63,0.22,12.22
6/15/2017,21:00:00,23.1,0.22,6.81,8.37,97.83,2.18,1.39,0.2,12.19
6/15/2017,21:15:00,23.09,0.22,6.81,8.37,97.83,2.09,1.46,0.22,12.19
6/15/2017,21:30:00,23.08,0.22,6.8,8.37,97.76,2.46,1.46,0.21,12.19
6/15/2017,21:45:00,23.06,0.22,6.8,8.34,97.42,2.41,1.74,0.21,12.19
6/15/2017,22:00:00,23.06,0.22,6.81,8.35,97.46,2.41,1.55,0.2,12.21
6/15/2017,22:15:00,23.05,0.22,6.81,8.34,97.33,2.02,1.58,0.22,12.24
6/15/2017,22:30:00,23.02,0.22,6.81,8.33,97.14,2.23,1.5,0.21,12.23
6/15/2017,22:45:00,23.02,0.22,6.81,8.32,97.05,2.13,1.44,0.21,12.22
6/15/2017,23:00:00,23,0.22,6.81,8.3,96.8,1.95,1.5,0.2,12.19
6/15/2017,23:15:00,22.98,0.22,6.79,8.28,96.56,2.18,1.46,0.2,12.19
6/15/2017,23:30:00,22.96,0.22,6.8,8.27,96.42,2.27,1.5,0.22,12.19
6/15/2017,23:45:00,22.93,0.22,6.8,8.26,96.21,2.06,1.48,0.22,12.19
6/16/2017,0:00:00,22.89,0.22,6.8,8.23,95.83,2.01,1.48,0.2,12.22
6/16/2017,0:15:00,22.85,0.21,6.8,8.24,95.82,2,1.61,0.22,12.21
6/16/2017,0:30:00,22.83,0.21,6.8,8.22,95.6,2.03,1.45,0.2,12.22
6/16/2017,0:45:00,22.81,0.21,6.78,8.21,95.41,2.14,1.55,0.23,12.21
6/16/2017,1:00:00,22.78,0.21,6.78,8.2,95.24,2.2,1.54,0.22,12.21
6/16/2017,1:15:00,22.76,0.21,6.79,8.18,95,1.89,1.52,0.24,12.19
6/16/2017,1:30:00,22.73,0.21,6.78,8.15,94.54,1.95,1.58,0.21,12.32
6/16/2017,1:45:00,22.71,0.21,6.78,8.14,94.42,1.99,1.4,0.2,12.19
6/16/2017,2:00:00,22.68,0.21,6.77,8.13,94.19,2.1,1.54,0.2,12.23
6/16/2017,2:15:00,22.64,0.21,6.77,8.11,94,1.94,1.46,0.23,12.19
6/16/2017,2:30:00,22.62,0.21,6.77,8.08,93.59,2.07,1.55,0.22,12.19
6/16/2017,2:45:00,22.59,0.21,6.77,8.06,93.31,2.02,1.46,0.22,12.19
6/16/2017,3:00:00,22.56,0.21,6.76,8.05,93.04,2.04,1.48,0.22,12.19
6/16/2017,3:15:00,22.53,0.21,6.76,8.03,92.82,2.13,1.52,0.23,12.22
6/16/2017,3:30:00,22.51,0.21,6.76,8.02,92.62,2.2,1.44,0.21,12.19
6/16/2017,3:45:00,22.49,0.21,6.75,8.01,92.47,2.03,1.4,0.19,12.23
6/16/2017,4:00:00,22.47,0.21,6.75,7.98,92.1,2.07,1.48,0.21,12.22
6/16/2017,4:15:00,22.46,0.21,6.74,7.96,91.85,1.9,1.45,0.21,12.19
6/16/2017,4:30:00,22.44,0.21,6.75,7.95,91.78,2,1.4,0.21,12.24
6/16/2017,4:45:00,22.42,0.21,6.74,7.93,91.45,2.01,1.36,0.21,12.23
6/16/2017,5:00:00,22.41,0.21,6.73,7.93,91.44,2.02,1.37,0.23,12.22
6/16/2017,5:15:00,22.39,0.21,6.74,7.91,91.19,2.05,1.51,0.22,12.21
6/16/2017,5:30:00,22.38,0.21,6.74,7.9,91.06,1.98,1.55,0.23,12.27
6/16/2017,5:45:00,22.37,0.21,6.74,7.88,90.86,2.11,1.47,0.18,12.2
6/16/2017,6:00:00,22.35,0.21,6.73,7.87,90.72,2.17,1.49,0.2,12.29
6/16/2017,6:15:00,22.34,0.22,6.73,7.86,90.51,2.06,1.46,0.2,12.22
6/16/2017,6:30:00,22.33,0.22,6.73,7.85,90.44,2.16,1.49,0.19,12.21
6/16/2017,6:45:00,22.33,0.22,6.73,7.84,90.34,2.34,1.44,0.2,12.21
6/16/2017,7:00:00,22.33,0.22,6.73,7.83,90.15,2.3,1.55,0.23,12.19
6/16/2017,7:15:00,22.33,0.22,6.73,7.84,90.28,2.26,1.57,0.25,12.22
6/16/2017,7:30:00,22.32,0.22,6.73,7.84,90.33,2.43,1.46,0.24,12.21
6/16/2017,7:45:00,22.32,0.22,6.73,7.86,90.49,2.38,1.46,0.29,12.28
6/16/2017,8:00:00,22.31,0.22,6.74,7.86,90.43,2.38,1.47,0.24,12.23
6/16/2017,8:15:00,22.31,0.22,6.74,7.85,90.41,2.66,1.5,0.21,12.22
6/16/2017,8:30:00,22.3,0.22,6.72,7.85,90.34,2.8,1.47,0.22,12.19
6/16/2017,8:45:00,22.28,0.22,6.74,7.85,90.29,2.59,1.48,0.22,12.19
6/16/2017,9:00:00,22.27,0.22,6.74,7.88,90.62,2.54,1.39,0.23,12.27
6/16/2017,9:15:00,22.27,0.22,6.74,7.87,90.52,2.56,1.43,0.21,12.19
6/16/2017,9:30:00,22.26,0.22,6.73,7.89,90.7,2.5,1.34,0.21,12.23
6/16/2017,9:45:00,22.25,0.22,6.74,7.91,90.93,2.55,1.48,0.19,12.19
6/16/2017,10:00:00,22.23,0.22,6.74,7.92,91.02,2.14,1.28,0.19,12.23
6/16/2017,10:15:00,22.23,0.21,6.73,7.93,91.13,2.38,1.37,0.2,12.19
6/16/2017,10:30:00,22.23,0.21,6.74,7.93,91.18,2.66,1.2,0.19,12.21
6/16/2017,10:45:00,22.27,0.21,6.75,7.94,91.36,2.81,1.23,0.2,12.19
6/16/2017,11:00:00,22.28,0.21,6.74,7.95,91.5,2.31,1.1,0.17,12.28
6/16/2017,11:15:00,22.28,0.21,6.74,7.97,91.72,2.6,1.26,0.17,12.19
6/16/2017,11:30:00,22.28,0.21,6.74,7.97,91.71,2.73,1.19,0.19,12.22
6/16/2017,11:45:00,22.27,0.21,6.74,7.96,91.6,2.99,1.36,0.18,12.21
6/16/2017,12:00:00,22.29,0.21,6.75,7.95,91.43,2.58,1.2,0.18,12.22
6/16/2017,12:15:00,22.27,0.21,6.73,7.93,91.16,3.62,1.19,0.18,12.19
6/16/2017,12:30:00,22.24,0.21,6.75,7.95,91.39,3.05,1.26,0.18,12.27
6/16/2017,12:45:00,22.25,0.21,6.74,7.91,90.94,4.03,1.35,0.2,12.19
6/16/2017,13:00:00,22.24,0.21,6.74,7.93,91.13,3.33,1.28,0.18,12.28
6/16/2017,13:15:00,22.24,0.21,6.73,7.95,91.44,3.17,1.23,0.19,12.21
6/16/2017,13:30:00,22.25,0.21,6.75,7.98,91.8,2.47,1.3,0.18,12.24
6/16/2017,13:45:00,22.26,0.21,6.74,7.96,91.53,3.1,1.37,0.18,12.22
6/16/2017,14:00:00,22.26,0.22,6.75,7.96,91.52,2.69,1.29,0.19,12.26
6/16/2017,14:15:00,22.25,0.22,6.74,7.94,91.29,3.06,1.38,0.21,12.19
6/16/2017,14:30:00,22.24,0.22,6.73,7.91,90.96,3.03,1.44,0.2,12.21
6/16/2017,14:45:00,22.22,0.22,6.74,7.91,90.91,2.75,1.38,0.19,12.19
6/16/2017,15:00:00,22.21,0.22,6.73,7.94,91.26,2.57,1.41,0.2,12.25
6/16/2017,15:15:00,22.21,0.22,6.74,7.93,91.16,2.52,1.38,0.2,12.19
6/16/2017,15:30:00,22.19,0.22,6.73,7.93,91.07,2.65,1.42,0.21,12.24
6/16/2017,15:45:00,22.18,0.22,6.74,7.92,90.99,3.09,1.51,0.2,12.19
6/16/2017,16:00:00,22.17,0.22,6.74,7.9,90.71,3.07,1.46,0.2,12.19
6/16/2017,16:15:00,22.13,0.22,6.74,7.91,90.76,3.06,1.43,0.2,12.19
6/16/2017,16:30:00,22.11,0.22,6.73,7.89,90.53,2.64,1.46,0.21,12.19
6/16/2017,16:45:00,22.09,0.22,6.71,7.87,90.26,3.93,1.55,0.22,12.19
6/16/2017,17:00:00,22.06,0.22,6.74,7.93,90.9,2.47,1.49,0.23,12.19
6/16/2017,17:15:00,22.03,0.22,6.73,7.96,91.12,2.78,1.4,0.21,12.23
6/16/2017,17:30:00,22.02,0.22,6.73,7.93,90.77,2.52,1.48,0.2,12.21
6/16/2017,17:45:00,22,0.22,6.74,7.96,91.03,2.37,1.51,0.19,12.28
6/16/2017,18:00:00,21.97,0.23,6.75,7.99,91.36,2.7,1.5,0.19,12.26
6/16/2017,18:15:00,21.95,0.23,6.75,8.04,91.97,2.64,1.41,0.21,12.21
6/16/2017,18:30:00,21.93,0.23,6.75,8.06,92.12,3.24,1.55,0.23,12.23
6/16/2017,18:45:00,21.92,0.23,6.76,8.1,92.56,2.73,1.56,0.24,12.21
6/16/2017,19:00:00,21.91,0.23,6.76,8.11,92.67,2.45,1.53,0.23,12.24
6/16/2017,19:15:00,21.9,0.23,6.76,8.12,92.69,2.69,1.64,0.25,12.22
6/16/2017,19:30:00,21.9,0.23,6.77,8.14,92.97,2.99,1.62,0.24,12.22
6/16/2017,19:45:00,21.89,0.23,6.77,8.15,93.03,3.16,1.61,0.23,12.21
6/16/2017,20:00:00,21.88,0.23,6.77,8.17,93.28,2.4,1.52,0.24,12.22
6/16/2017,20:15:00,21.87,0.23,6.77,8.17,93.29,2.58,1.58,0.25,12.19
6/16/2017,20:30:00,21.86,0.23,6.77,8.17,93.26,2.78,1.6,0.22,12.22
6/16/2017,20:45:00,21.86,0.23,6.77,8.16,93.09,3.13,1.58,0.23,12.21
6/16/2017,21:00:00,21.85,0.23,6.77,8.15,92.97,2.39,1.62,0.24,12.22
6/16/2017,21:15:00,21.84,0.23,6.77,8.16,93.11,2.25,1.61,0.23,12.19
6/16/2017,21:30:00,21.82,0.23,6.77,8.15,92.99,2.51,1.54,0.23,12.28
6/16/2017,21:45:00,21.81,0.23,6.77,8.16,93.09,2.58,1.47,0.23,12.19
6/16/2017,22:00:00,21.78,0.23,6.77,8.16,92.95,2.26,1.57,0.29,12.19
6/16/2017,22:15:00,21.75,0.23,6.77,8.13,92.56,2.65,1.57,0.22,12.22
6/16/2017,22:30:00,21.74,0.23,6.77,8.14,92.7,2.58,1.64,0.22,12.19
6/16/2017,22:45:00,21.69,0.23,6.77,8.1,92.11,3.21,1.58,0.25,12.21
6/16/2017,23:00:00,21.67,0.23,6.77,8.09,91.94,2.56,1.46,0.22,12.19
6/16/2017,23:15:00,21.63,0.23,6.77,8.07,91.65,2.94,1.43,0.22,12.19
6/16/2017,23:30:00,21.61,0.23,6.77,8.06,91.59,2.71,1.49,0.24,12.22
6/16/2017,23:45:00,21.59,0.23,6.76,8.05,91.44,2.66,1.45,0.21,12.19
